title,release_year,release_date,genres,runtime,overview,director,writers,main_actors,budget,revenue,keywords,production_company,popularity,adult
The Spy Gone North,2018,2018-08-08,"['Drama', 'History', 'Thriller']",138,"South Korea, 1993. An agent of the National Intelligence Service is sent to Beijing to infiltrate a group of North Korean officials with the ultimate goal of obtaining information about their nuclear program.",Yoon Jong-bin,"Kwon Sung-hui, Yoon Jong-bin","Hwang Jung-min, Lee Sung-min, Cho Jin-woong",17000000,3175,"undercover agent, spy, based on true story, political campaign, beijing, china, nuclear threat, political corruption, 1990s, 2000s, inter-korean relations, national intelligence service (nis)",Sanai Pictures,2.1698,False
Eighth Grade,2018,2018-01-19,"['Comedy', 'Drama']",94,Thirteen-year-old Kayla endures the tidal wave of contemporary suburban adolescence as she makes her way through the last week of middle school — the end of her thus far disastrous eighth grade year — before she begins high school.,Bo Burnham,Bo Burnham,"Elsie Fisher, Josh Hamilton, Emily Robinson",2000000,13539709,"adolescence, identity crisis, coming of age, teenage girl, middle school, self identity, social media, generation z",A24,2.1714,False
Megalodon,2018,2018-08-10,"['Action', 'Science Fiction', 'Horror', 'TV Movie']",90,"A military vessel on the search for an unidentified submersible finds themselves face to face with a giant shark, forced to use only what they have on board to defend themselves from the monstrous beast.",James Thomas,"Koichi Petetsky, Canyon Prince, James Thomas","Michael Madsen, Scott C. Roe, Ego Mikitas",130178,5303,"monster, submarine, shark attack, prehistoric creature, creature, shark, military",The Asylum,2.1622,False
Shadow,2018,2018-09-30,"['Action', 'War']",116,"In a kingdom ruled by a young and unpredictable king, the military commander has a secret weapon: a shadow, a look-alike who can fool both his enemies and the King himself. Now he must use this weapon in an intricate plan that will lead his people to victory in a war that the King does not want.",Zhang Yimou,"Li Wei, Zhang Yimou","Deng Chao, Sun Li, Ryan Zheng",44005000,91708374,"shadow, sombra, ying",Village Roadshow Pictures Asia,2.1,False
The Sisters Brothers,2018,2018-09-19,"['Western', 'Drama', 'Comedy']",121,"Oregon, 1851. Hermann Kermit Warm, a chemist and aspiring gold prospector, keeps a profitable secret that the Commodore wants to know, so he sends the Sisters brothers, two notorious assassins, to capture him on his way to California.",Jacques Audiard,"Jacques Audiard, Thomas Bidegain","John C. Reilly, Joaquin Phoenix, Jake Gyllenhaal",38000000,13143056,"gold, based on novel or book, hitman, san francisco, california, male friendship, gold rush, oregon, usa, scout, 19th century, gold claim, brother brother relationship",Annapurna Pictures,2.0769,False
The Purity of Vengeance,2018,2018-10-04,"['Crime', 'Thriller', 'Mystery', 'Drama']",118,"Copenhagen, 2018. A frightening discovery is made in an old apartment. The subsequent investigation of Department Q leads them to an infamous institution for girls that was suddenly closed in the early sixties.",Christoffer Boe,"Mikkel Nørgaard, Bo Hr. Hansen, Nikolaj Arcel","Nikolaj Lie Kaas, Fares Fares, Johanne Louise Schmidt",6000000,470000,"based on novel or book, denmark, co-workers relationship, nordic noir, 1960s, cold case, afdeling q, traumatized woman",Zentropa Entertainments,2.0359,False
American Animals,2018,2018-06-01,"['Drama', 'Crime', 'Documentary']",117,"Lexington, Kentucky, 2004. Four young men attempt to execute one of the most audacious art heists in the history of the United States.",Bart Layton,Bart Layton,"Evan Peters, Barry Keoghan, Blake Jenner",3000000,2847319,"new york city, art collector, library, pennsylvania, usa, artist, kentucky, final exam, arrest, based on true story, heist, travel, university, theft, disguise, unreliable narrator",Film4 Productions,1.9964,False
Operation Finale,2018,2018-08-29,"['Drama', 'History', 'Thriller']",124,"In 1960, a team of Israeli secret agents is deployed to find Adolf Eichmann, the infamous Nazi architect of the Holocaust, supposedly hidden in Argentina, and get him to Israel to be judged.",Chris Weitz,Matthew Orton,"Oscar Isaac, Ben Kingsley, Mélanie Laurent",24000000,17506878,"israel, mossad, nazi, world war ii, biography, based on true story, argentina, nazi hunter, adolf eichmann's trial, spy thriller, nazi trials, post-war years",Automatik Entertainment,2.0115,False
The Great Battle,2018,2018-09-19,"['War', 'History', 'Action']",135,"Kingdom of Goguryeo, ancient Korea, 645. The ruthless Emperor Taizong of Tang invades the country and leads his armies towards the capital, achieving one victory after another, but on his way is the stronghold of Ansi, protected by General Yang Man-chu, who will do everything possible to stop the invasion, even if his troops are outnumbered by thousands of enemies.",Kim Kwang-sik,"Park Eun-kyo, Yoon Pil-joon, Kim Kwang-sik, Kim Yoo-jin","Zo In-sung, Nam Joo-hyuk, Park Sung-woong",13305000,41509280,"siege, tang dynasty, fortress, ancient korea, chinese invasion of korea, kingdom of goguryeo, korea, tang dinasty, china, stronghold, 7th century",Soojak Film,1.9694,False
On the Basis of Sex,2018,2018-12-25,"['Drama', 'History']",120,Young lawyer Ruth Bader Ginsburg teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of sex discrimination.,Mimi Leder,Daniel Stiepleman,"Felicity Jones, Armie Hammer, Justin Theroux",20000000,38755968,"1970s, biography, based on true story, supreme court, lawyer, justice, harvard law school, woman director, 1960s, courtroom drama, supreme court justice, inspirational, instructive",Participant,1.9872,False
Summer of 84,2018,2018-08-10,"['Drama', 'Horror', 'Mystery']",105,"After suspecting that their police officer neighbor is a serial killer, a group of teenage friends spend their summer spying on him and gathering evidence, but as they get closer to discovering the truth, things get dangerous.","Yoann-Karl Whissell, François Simard, Anouk Whissell","Matt Leslie, Stephen J. Smith","Graham Verchere, Judah Lewis, Caleb Emery",1500000,42027,"friendship, camera, cop, suburbia, paperboy, basement, murder, serial killer, teenage crush, walkie talkie, group of friends, news report, 1980s, retro horror, teen scream",Brightlight Pictures,1.9466,False
Hotel Artemis,2018,2018-06-07,"['Thriller', 'Science Fiction', 'Action', 'Crime', 'Drama']",94,"Los Angeles, June 21st, 2028. While the streets are being torn apart by riots, the Nurse, who runs a clandestine hospital for criminals in the penthouse of the Artemis, a closed old hotel, has a rough night dealing with troublemaker clients: thieves, assassins, someone from the past and the one who owns the place and the whole city.",Drew Pearce,Drew Pearce,"Jodie Foster, Sterling K. Brown, Sofia Boutella",15000000,12371132,"hotel, nurse, dystopia, orderly, street riots, riot, agoraphobia, los angeles, california, death of son, riot police, near future, clandestine hospital, 2020s",The Ink Factory,1.9329,False
Second Act,2018,2018-11-22,"['Romance', 'Comedy']",103,"Value Shop assistant manager Maya Vargas wants only one thing for her 43rd birthday -- a promotion. While her résumé may not scream upper management, her track record certainly does; she is an innovator who listens to her customers and delivers results. When she loses the job to a college-educated candidate, Maya sets out to prove to Madison Avenue that street smarts are as valuable as book smarts -- and it's never too late for a second act.",Peter Segal,"Elaine Goldsmith-Thomas, Justin Zackham","Jennifer Lopez, Vanessa Hudgens, Leah Remini",16000000,72282227,"new york city, career woman, forty something, best friend, second chance, job hunting, assistant manager, facebook, career resurrection, finance, street smarts, secret, innovator, passed over for promotion",STXfilms,1.8715,False
Nobody's Fool,2018,2018-10-31,"['Comedy', 'Romance']",110,"After serving five years in prison, wild child Tanya looks to her buttoned-up, by-the-book sister Danica to help her get back on her feet. The feisty ex-con becomes suspicious and concerned when Danica tells her that she's in a long-distance, online relationship with a mysterious man she's never seen. As the polar opposites start to collide, Tanya soon discovers that her sibling's picture-perfect life may not be what it seems.",Tyler Perry,Tyler Perry,"Tiffany Haddish, Tika Sumpter, Omari Hardwick",19000000,29200000,"depression, romcom, coffee shop, relationship problems, parole, tv show in film, single father, recovering addict, ex-con, opposites, advertising agency, parolee, alcoholics anonymous, wealth differences, admirer, online relationship, requirements, sister sister relationship, black cinema, social prejudice, catfish, business owner, wishlist",BET Films,1.8469,False
Hellraiser: Judgment,2018,2018-02-13,"['Horror', 'Thriller']",81,"Three detectives trying to stop a diabolical serial killer are sucked into a maze of otherworldly horror, where hellish denizens including the Auditor, the Assessor, and the Jury await to pass judgment.",Gary J. Tunnicliffe,Gary J. Tunnicliffe,"Damon Carney, Randy Wayne, Paul T. Taylor",350000,426290,"pinhead, sequel",Dimension Films,1.8459,False
Siberia,2018,2018-07-13,"['Crime', 'Romance', 'Thriller']",105,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",Matthew Ross,Scott B. Smith,"Keanu Reeves, Ana Ularu, Pasha D. Lychnikoff",2000000,2006704,"missing person, siberia, diamond trader, american in russia, indifferent",Buffalo Gal Pictures,1.8453,False
Holmes & Watson,2018,2018-12-25,"['Comedy', 'Mystery', 'Crime']",90,"Detective Sherlock Holmes and Dr. John Watson join forces to investigate a mysterious murder at Buckingham Palace. It seems like an open-and-shut case as all signs point to Professor James Moriarty, the criminal mastermind and longtime nemesis of the crime-solving duo. When new twists and clues begin to emerge, the world's greatest sleuth and his trusted assistant must now use their legendary wits and ingenious methods to catch the killer as they only have four days before the queen becomes the next victim.",Etan Cohen,Etan Cohen,"Will Ferrell, John C. Reilly, Rebecca Hall",42000000,40500000,"london, england, sigmund freud, titanic, birthday party, albert einstein, nemesis, drugs, inept assistant, police inspector, queen of england, news, buffoon, victorian era, moriarty, holmes vs moriarty, buddy detective duo, detective comedy, sherlock holmes, deduction, crime solving duo, clues, charlie chaplin, mark twain",Columbia Pictures,1.8202,False
Unbroken: Path to Redemption,2018,2018-09-14,['Drama'],98,"Zamperini returns to California where he wound up marrying Cynthia Applewhite while wrestling with untreated PTSD, suffering constant nightmares, angry, bitter and deeply depressed, his wife convinces Zamperini to attend the 1949 Billy Graham Crusade.",Harold Cronk,"Richard Friedenberg, Ken Hixon","Samuel Hunt, Merritt Patterson, Bob Gunton",6000000,6200000,"post-traumatic stress disorder (ptsd), based on novel or book, faith, biography, sequel",Universal 1440 Entertainment,1.8109,False
The 15:17 to Paris,2018,2018-02-07,"['Drama', 'Thriller']",94,"On Aug. 21, 2015, the world watches in stunned silence as the media reports a thwarted terrorist attack on a train that's bound for Paris -- an attempt prevented by three young Americans traveling together through Europe. The heroic and courageous actions of Anthony Sadler, Alek Skarlatos and Spencer Stone help to save the lives of more than 500 passengers on board.",Clint Eastwood,Dorothy Blyskal,"Ray Corasani, Spencer Stone, Anthony Sadler",30000000,57076286,"paris, france, based on novel or book, classroom, train, terrorism, terrorist group",Warner Bros. Pictures,1.7901,False
Night School,2018,2018-09-27,['Comedy'],111,"Teddy Walker is a successful salesman whose life takes an unexpected turn when he accidentally blows up his place of employment. Forced to attend night school to get his GED, Teddy soon finds himself dealing with a group of misfit students, his former high school nemesis and a feisty teacher who doesn't think he's too bright.",Malcolm D. Lee,"John Hamburg, Nicholas Stoller, Matthew Kellard, Harry Ratchford, Kevin Hart, Joey Wells","Kevin Hart, Tiffany Haddish, Rob Riggle",29000000,33157615,"baseball bat, exam, car crash, dyslexia, teacher, prom, learning disability, night school, high school drop out, boxing ring",HartBeat Productions,1.8102,False
